,RA,DEC
915,50.983632,-44.823635
916,51.016457,-43.392696
917,51.028726,-36.381714
918,51.031961,-50.807109
919,51.067096,-35.69865
920,51.069943,-43.88479
921,51.120973,-40.637607
922,51.129732,-36.64521
923,51.137909,-30.182961
924,51.146135,-40.221867
925,51.154639,-42.77311
926,51.161496,-50.732869
927,51.162625,-37.584774
928,51.192055,-37.058443
929,51.211012,-45.983143
930,51.224844,-37.598293
931,51.282101,-36.686592
932,51.337368,-38.844515
933,51.342178,-37.072316
934,51.385451,-51.349733
935,51.442564,-35.509868
936,51.475941,-36.71363
937,51.477043,-30.226791
938,51.503208,-36.794189
939,51.503503,-39.616861
940,51.505068,-37.570302
941,51.534618,-43.634971
942,51.594127,-40.495474
943,51.611833,-46.617312
944,51.617219,-36.953627
945,51.648427,-36.527322
946,51.64854,-37.315244
947,51.668263,-35.185204
948,51.68016,-51.133212
949,51.681033,-37.298938
950,51.708442,-57.960662
951,51.722927,-37.392901
952,51.725532,-35.518479
953,51.731412,-37.547729
954,51.776197,-40.214759
955,51.777541,-31.107529
956,51.798517,-37.0625
957,51.800642,-46.13945
958,51.833024,-36.454282
959,51.84026,-36.146579
960,51.85838,-39.690511
961,51.869532,-34.947582
962,51.89863,-36.141745
963,51.905221,-47.260808
964,51.927674,-35.726751
965,51.932439,-42.498085
966,51.943066,-38.439915
967,51.95912,-30.787147
968,51.975611,-37.375695
969,52.000389,-35.07893
970,52.002021,-38.537289
971,52.062143,-40.641296
972,52.067247,-35.537596
973,52.068915,-36.928905
974,52.09926,-34.976559
975,52.127875,-39.507567
976,52.136053,-30.066624
977,52.147376,-37.356767
978,52.162168,-35.894824
979,52.172281,-39.335587
980,52.176336,-35.885094
981,52.18423,-48.817121
982,52.231354,-30.961733
983,52.238656,-36.43696
984,52.247867,-44.197188
985,52.257726,-37.360604
986,52.279944,-36.161572
987,52.287913,-48.974931
988,52.290198,-41.414121
989,52.300461,-36.326471
990,52.311361,-39.110094
991,52.312031,-34.921756
992,52.317926,-37.985426
993,52.318078,-49.824531
994,52.324906,-39.942045
995,52.331972,-30.361398
996,52.338585,-37.338165
997,52.359108,-35.603981
998,52.390348,-35.86807
999,52.393423,-36.703161
1000,52.400129,-46.42115
1001,52.403365,-37.790024
1002,52.424968,-36.410457
1003,52.425426,-36.221444
1004,52.441691,-56.746115
1005,52.451312,-56.767797
1006,52.5216,-57.773866
1007,52.543128,-34.801194
1008,52.575252,-35.075737
1009,52.598611,-37.579939
1010,52.599631,-56.682803
1011,52.652489,-35.041737
1012,52.654797,-44.045596
1013,52.661208,-35.227282
1014,52.663472,-36.485924
1015,52.694269,-35.354625
1016,52.755157,-35.637583
1017,52.761728,-49.380507
1018,52.775538,-46.054013
1019,52.816628,-49.552344
1020,52.821488,-57.477844
1021,52.836235,-35.819494
1022,52.862465,-35.493999
1023,52.912735,-36.276814
1024,52.945986,-35.676084
1025,52.953192,-35.582602
1026,52.98272,-38.245994
1027,53.002367,-58.468567
1028,53.01302,-38.20461
1029,53.021962,-35.42568
1030,53.043107,-38.119289
1031,53.071791,-43.575902
1032,53.114181,-35.775578
1033,53.124222,-36.088536
1034,53.151086,-52.577168
1035,53.153958,-38.159505
1036,53.161539,-37.654664
1037,53.164341,-45.742366
1038,53.165127,-39.150967
1039,53.184629,-42.473179
1040,53.188397,-55.385014
1041,53.195489,-37.641938
1042,53.199825,-48.433813
1043,53.202247,-35.945925
1044,53.202515,-36.153058
1045,53.203551,-44.271615
1046,53.219045,-45.340643
1047,53.23925,-35.737459
1048,53.242678,-37.270621
1049,53.260693,-45.855232
1050,53.260725,-36.924075
1051,53.263832,-36.443181
1052,53.277472,-49.202575
1053,53.292488,-52.450375
1054,53.303639,-38.234624
1055,53.319154,-36.094168
1056,53.324686,-38.867862
1057,53.342599,-35.605567
1058,53.348916,-47.761809
1059,53.359121,-39.016413
1060,53.365517,-35.964665
1061,53.375396,-38.08894
1062,53.383887,-35.661762
1063,53.387769,-35.70434
1064,53.399655,-39.072157
1065,53.423465,-50.06102
1066,53.428761,-44.630682
1067,53.43551,-48.114388
1068,53.451776,-35.836206
1069,53.47141,-41.57458
1070,53.476592,-57.774384
1071,53.482611,-37.734903
1072,53.499053,-35.759097
1073,53.520813,-42.583998
1074,53.534274,-36.068729
1075,53.5499,-36.287528
1076,53.559878,-43.436235
1077,53.561244,-44.583203
1078,53.568236,-36.58974
1079,53.576878,-44.816546
1080,53.583638,-45.722221
1081,53.631609,-47.66757
1082,53.634221,-49.597733
1083,53.642281,-55.187473
1084,53.650945,-52.595017
1085,53.666991,-39.528449
1086,53.68404,-49.590018
1087,53.695375,-40.652082
1088,53.707613,-40.173714
1089,53.71694,-35.623373
1090,53.719685,-35.569539
1091,53.782723,-57.973253
1092,53.798111,-35.32293
1093,53.801581,-36.575453
1094,53.806037,-30.133662
1095,53.813554,-52.467514
1096,53.848431,-37.618238
1097,53.849332,-36.091517
1098,53.854999,-36.178953
1099,53.865296,-48.670698
1100,53.876825,-35.251715
1101,53.878624,-54.935186
1102,53.893336,-54.846031
1103,53.895389,-38.025707
1104,53.914333,-41.674215
1105,53.928192,-35.338335
1106,53.932752,-52.074044
1107,53.936857,-45.426789
1108,53.942941,-35.989321
1109,53.990241,-55.182307
1110,53.99121,-35.347957
1111,54.004331,-36.258011
1112,54.008268,-56.546938
1113,54.013178,-56.338114
1114,54.016703,-35.38874
1115,54.020066,-37.615403
1116,54.02465,-51.261063
1117,54.030814,-60.282445
1118,54.034884,-42.595105
1119,54.043955,-56.652839
1120,54.047089,-40.591227
1121,54.068595,-39.832987
1122,54.071514,-55.203331
1123,54.078241,-40.736579
1124,54.081126,-53.608517
1125,54.098108,-35.911575
1126,54.099843,-37.163933
1127,54.105041,-35.70316
1128,54.116534,-35.210708
1129,54.129144,-35.765478
1130,54.146903,-56.951094
1131,54.153385,-37.36541
1132,54.15524,-35.385871
1133,54.161613,-54.161968
1134,54.165186,-40.242833
1135,54.17261,-54.967114
1136,54.17889,-52.825321
1137,54.197224,-54.886393
1138,54.205333,-36.229669
1139,54.211843,-54.94345
1140,54.226628,-35.74704
1141,54.243686,-38.131688
1142,54.249277,-35.343281
1143,54.261229,-34.875665
1144,54.264187,-35.800635
1145,54.273149,-54.947511
1146,54.275727,-34.98302
1147,54.292866,-35.888279
1148,54.303729,-36.257883
1149,54.305162,-53.023555
1150,54.309036,-52.985385
1151,54.314414,-36.841891
1152,54.321156,-51.504788
1153,54.325228,-54.918401
1154,54.332883,-35.521568
1155,54.335795,-34.899227
1156,54.350871,-57.440047
1157,54.364505,-35.962953
1158,54.364702,-52.329324
1159,54.385132,-36.544617
1160,54.391801,-35.829187
1161,54.392008,-51.154001
1162,54.393142,-39.388129
1163,54.410686,-35.385424
1164,54.416984,-44.936419
1165,54.421407,-35.296178
1166,54.424889,-35.95524
1167,54.427774,-37.208443
1168,54.430691,-55.090543
1169,54.432026,-36.726545
1170,54.434893,-38.010924
1171,54.442227,-35.052612
1172,54.457452,-52.781661
1173,54.481544,-37.855999
1174,54.490085,-48.425835
1175,54.491655,-38.326994
1176,54.514338,-40.32613
1177,54.526259,-36.049998
1178,54.531027,-38.092606
1179,54.541953,-38.632256
1180,54.545568,-44.24656
1181,54.562418,-39.365091
1182,54.580216,-36.06553
1183,54.589493,-44.879122
1184,54.591217,-54.573256
1185,54.605472,-38.645127
1186,54.606691,-40.8114
1187,54.607261,-38.181809
1188,54.613638,-35.152092
1189,54.63931,-47.344623
1190,54.652558,-35.834042
1191,54.655125,-35.917044
1192,54.656909,-35.757612
1193,54.664045,-36.558175
1194,54.667492,-46.815544
1195,54.67361,-36.727348
1196,54.674979,-48.762172
1197,54.675723,-51.005001
1198,54.676069,-35.55211
1199,54.67611,-59.858128
1200,54.689085,-35.266298
1201,54.725707,-41.962358
1202,54.726122,-34.825533
1203,54.729797,-35.236535
1204,54.740668,-35.184946
1205,54.751989,-46.092498
1206,54.753582,-36.338585
1207,54.772514,-55.14485
1208,54.779575,-35.122766
1209,54.78548,-54.588631
1210,54.824327,-36.962059
1211,54.832398,-45.966451
1212,54.832695,-40.910576
1213,54.842076,-55.431913
1214,54.847925,-50.826195
1215,54.871593,-54.239333
1216,54.876266,-53.563341
1217,54.876825,-43.463636
1218,54.900469,-51.274039
1219,54.906944,-36.553011
1220,54.912351,-39.724731
1221,54.923616,-35.531708
1222,54.928463,-59.503612
1223,54.941371,-42.542812
1224,54.94252,-54.592977
1225,54.957854,-36.63425
1226,54.95869,-35.522829
1227,54.964224,-35.322099
1228,54.977249,-34.696118
1229,54.977903,-45.830496
1230,54.980735,-35.662161
1231,55.00048,-55.278107
1232,55.015132,-38.738609
1233,55.021325,-34.652179
1234,55.025549,-36.23392
1235,55.029331,-36.559908
1236,55.040667,-35.836299
1237,55.040856,-34.447183
1238,55.056673,-56.742075
1239,55.05903,-42.381627
1240,55.065308,-35.662864
1241,55.071604,-36.534738
1242,55.071671,-38.08663
1243,55.074818,-40.813718
1244,55.076795,-51.283034
1245,55.081527,-59.066482
1246,55.085498,-37.644034
1247,55.086434,-48.727807
1248,55.0933,-55.503846
1249,55.11145,-35.419718
1250,55.120364,-55.118296
1251,55.131797,-54.979211
1252,55.139796,-38.000288
1253,55.139966,-35.888198
1254,55.142687,-37.851791
1255,55.157343,-36.121396
1256,55.165626,-38.706474
1257,55.168727,-34.94879
1258,55.174256,-55.100331
1259,55.200564,-39.554804
1260,55.2076,-35.023816
1261,55.220439,-35.117858
1262,55.220884,-45.434144
1263,55.22631,-37.51644
1264,55.235952,-40.016341
1265,55.23639,-34.713061
1266,55.240769,-51.55636
1267,55.241555,-37.88891
1268,55.243852,-51.091022
1269,55.244353,-54.441083
1270,55.244792,-46.592842
1271,55.250486,-46.347122
1272,55.25327,-35.742518
1273,55.265981,-34.954163
1274,55.274324,-40.526385
1275,55.278843,-50.917531
1276,55.278966,-35.690484
1277,55.280608,-35.514416
1278,55.286336,-36.931861
1279,55.293487,-52.263324
1280,55.298829,-34.921152
1281,55.303575,-35.1586
1282,55.311248,-35.450951
1283,55.311479,-54.85181
1284,55.332955,-43.478674
1285,55.339105,-35.948645
1286,55.342628,-39.800093
1287,55.342759,-44.337941
1288,55.346794,-54.439179
1289,55.347651,-36.653792
1290,55.348943,-55.239335
1291,55.349498,-36.080545
1292,55.353008,-44.279659
1293,55.358554,-34.254478
1294,55.360632,-44.323589
1295,55.364811,-42.122149
1296,55.366821,-47.78224
1297,55.380127,-36.922897
1298,55.380389,-48.750536
1299,55.391222,-47.464294
1300,55.392737,-35.402692
1301,55.415352,-36.36278
1302,55.417549,-54.277425
1303,55.420646,-35.351607
1304,55.420826,-42.142387
1305,55.429123,-49.496234
1306,55.429171,-55.259821
1307,55.435432,-39.468184
1308,55.439778,-30.32518
1309,55.441334,-37.483193
1310,55.457621,-36.630436
1311,55.458667,-35.535235
1312,55.461149,-54.787832
1313,55.465157,-46.071707
1314,55.489575,-35.343626
1315,55.51374,-40.068738
1316,55.539245,-33.69593
1317,55.545448,-35.443396
1318,55.546075,-57.649327
1319,55.560445,-38.855341
1320,55.569022,-54.971896
1321,55.574298,-35.471923
1322,55.578349,-37.975387
1323,55.57962,-35.560914
1324,55.591997,-36.447432
1325,55.605133,-35.594744
1326,55.610648,-40.813249
1327,55.614446,-59.764308
1328,55.614531,-55.11343
1329,55.618026,-36.221977
1330,55.621773,-57.026115
1331,55.628176,-52.900908
1332,55.64632,-35.984887
1333,55.648343,-52.851855
1334,55.653733,-35.955963
1335,55.664262,-38.227732
1336,55.664987,-55.761728
1337,55.670382,-34.76194
1338,55.672265,-52.276483
1339,55.678946,-35.540657
1340,55.716587,-50.116986
1341,55.729565,-35.34344
1342,55.731376,-43.98185
1343,55.741015,-56.268528
1344,55.77899,-54.906214
1345,55.793546,-55.269926
1346,55.798348,-51.19414
1347,55.806336,-35.518922
1348,55.810275,-56.333176
1349,55.823543,-41.468789
1350,55.831009,-52.021561
1351,55.832497,-50.826332
1352,55.837085,-38.285018
1353,55.852183,-37.108879
1354,55.870467,-49.509901
1355,55.887642,-36.006215
1356,55.951955,-53.510798
1357,55.953431,-35.625824
1358,55.964762,-39.991392
1359,55.973699,-45.788105
1360,55.992847,-41.095351
1361,56.03217,-41.073996
1362,56.041657,-37.563409
1363,56.042813,-36.178633
1364,56.048217,-53.214016
1365,56.057844,-35.596443
1366,56.059425,-36.751339
1367,56.067758,-41.196576
1368,56.07508,-41.484185
1369,56.10472,-35.856743
1370,56.106731,-52.723944
1371,56.118581,-51.212229
1372,56.134352,-42.505953
1373,56.163397,-35.982703
1374,56.19406,-56.440907
1375,56.219771,-53.637441
1376,56.228359,-36.497183
1377,56.236032,-53.420507
1378,56.30434,-56.566847
1379,56.308329,-49.111576
1380,56.321298,-36.974087
1381,56.340869,-47.992902
1382,56.393484,-35.688507
1383,56.404887,-53.688379
1384,56.409731,-36.876248
1385,56.433638,-45.613053
1386,56.43392,-56.683281
1387,56.457386,-40.754912
1388,56.477146,-40.198762
1389,56.482054,-36.398473
1390,56.521703,-54.560667
1391,56.533344,-36.822564
1392,56.57361,-38.235836
1393,56.579289,-54.942828
1394,56.602468,-56.813239
1395,56.60259,-45.317908
1396,56.617304,-41.016572
1397,56.649087,-36.398818
1398,56.649589,-50.198765
1399,56.67528,-38.3589
1400,56.698757,-46.448209
1401,56.734974,-57.813249
1402,56.744199,-46.695139
1403,56.773132,-47.687745
1404,56.801878,-50.294599
1405,56.813323,-37.012387
1406,56.825124,-57.024408
1407,56.830667,-38.337563
1408,56.831201,-57.424317
1409,56.837675,-54.232792
1410,56.849987,-47.617541
1411,56.852756,-39.03723
1412,56.876462,-42.811915
1413,56.879158,-49.693805
1414,56.88383,-56.993521
1415,56.906001,-36.363468
1416,56.911433,-35.142676
1417,56.91435,-37.288318
1418,56.914647,-59.769758
1419,56.915851,-45.815825
1420,56.935075,-35.049796
1421,56.944692,-36.95775
1422,56.945624,-35.659757
1423,56.976506,-35.038265
1424,57.003144,-59.623553
1425,57.009353,-35.02644
1426,57.012772,-36.690502
1427,57.015414,-41.446098
1428,57.017942,-36.746202
1429,57.040622,-37.525442
1430,57.060667,-44.474131
1431,57.069456,-45.559859
1432,57.07591,-54.049501
1433,57.078391,-56.885472
1434,57.078402,-30.745861
1435,57.106205,-52.566237
1436,57.137454,-43.742108
1437,57.140266,-39.530257
1438,57.177053,-54.832995
1439,57.18314,-54.964716
1440,57.184684,-35.353196
1441,57.196937,-55.062533
1442,57.205627,-56.265681
1443,57.231076,-43.777518
1444,57.232882,-45.633395
1445,57.234575,-54.788003
1446,57.307551,-35.92693
1447,57.30973,-54.149325
1448,57.342772,-39.7607
1449,57.363026,-41.429529
1450,57.437589,-55.128826
1451,57.456927,-37.156921
1452,57.456977,-57.102932
1453,57.475247,-49.52731
1454,57.5112,-47.645599
1455,57.521973,-36.338517
1456,57.530828,-39.734318
1457,57.533415,-46.295757
1458,57.533609,-55.446908
1459,57.536631,-48.997805
1460,57.555733,-55.954622
1461,57.566619,-40.86503
1462,57.568826,-38.767729
1463,57.59651,-35.248109
1464,57.611842,-56.964244
1465,57.615248,-44.210231
1466,57.636277,-49.24216
1467,57.644238,-31.045696
1468,57.670663,-45.529508
1469,57.675914,-56.448451
1470,57.680305,-36.885768
1471,57.689734,-38.201726
1472,57.69515,-55.083177
1473,57.699383,-44.458762
1474,57.712301,-37.241892
1475,57.720381,-38.819724
1476,57.72608,-37.330382
1477,57.732572,-37.79285
1478,57.734098,-31.076188
1479,57.740359,-48.189731
1480,57.755099,-36.683583
1481,57.772909,-55.640167
1482,57.785851,-38.764275
1483,57.798084,-51.719249
1484,57.810892,-36.12174
1485,57.845464,-58.100636
1486,57.851551,-57.741659
1487,57.851784,-55.037115
1488,57.853493,-35.475834
1489,57.877509,-37.410393
1490,57.902977,-40.598419
1491,57.92565,-40.193722
1492,57.926257,-54.958816
1493,57.930461,-59.917811
1494,57.966653,-50.533124
1495,57.978279,-35.21345
1496,57.982216,-45.69758
1497,57.988715,-44.172555
1498,57.992739,-38.600978
1499,57.99911,-46.446945
1500,58.005228,-56.084531
1501,58.01008,-44.531067
1502,58.034349,-54.545567
1503,58.051323,-32.321850999999995
1504,58.051403,-34.992462
1505,58.067848,-36.304694
1506,58.076997,-48.283572
1507,58.094001,-47.587583
1508,58.112335,-37.221945
1509,58.144311,-50.436694
1510,58.179599,-35.618994
1511,58.194804,-44.759347
1512,58.195161,-41.218835
1513,58.197176,-47.510097
1514,58.202461,-57.229408
1515,58.234107,-37.022227
1516,58.237103,-44.067246
1517,58.254726,-43.961114
1518,58.264374,-49.402388
1519,58.280868,-38.839994
1520,58.338108,-48.533273
1521,58.346467,-36.557238
1522,58.405833,-52.553414
1523,58.431866,-53.213024
1524,58.43819,-58.095272
1525,58.449997,-53.276494
1526,58.46183,-48.85666
1527,58.524333,-46.761211
1528,58.550681,-43.362286
1529,58.573974,-49.539525
1530,58.574181,-54.541415
1531,58.582301,-43.061242
1532,58.600146,-37.454501
1533,58.615188,-37.141754
1534,58.633945,-41.458899
1535,58.65741,-35.699551
1536,58.657876,-41.386717
1537,58.660305,-54.464938
1538,58.721305,-38.101607
1539,58.73789,-50.246524
1540,58.762683,-41.583055
1541,58.764834,-42.642643
1542,58.773052,-44.242314
1543,58.781895,-38.209979
1544,58.7822,-53.134385
1545,58.789939,-37.482282
1546,58.80065,-53.354864
1547,58.81147,-51.010679
1548,58.817041,-53.952068
1549,58.846881,-33.580642
1550,58.868729,-57.69956
1551,58.891576,-37.102207
1552,58.898183,-56.895758
1553,58.939764,-54.374783
1554,58.953231,-35.805746
1555,59.017243,-42.569429
1556,59.023177,-51.987699
1557,59.030862,-40.03638
1558,59.04431,-39.618719
1559,59.050439,-51.605792
1560,59.054695,-53.057912
1561,59.065146,-43.240482
1562,59.093053,-53.960588
1563,59.108699,-53.945148
1564,59.162693,-50.053637
1565,59.165681,-46.792928
1566,59.190788,-52.107284
1567,59.21861,-40.150465
1568,59.225755,-55.688508
1569,59.236311,-47.756228
1570,59.26624,-49.318269
1571,59.284153,-57.489733
1572,59.302863,-56.05188
1573,59.303487,-30.106134
1574,59.329631,-49.375299
1575,59.33242,-53.951141
1576,59.35306,-54.131106
1577,59.363731,-48.800936
1578,59.370919,-39.855111
1579,59.371547,-37.371446
1580,59.423282,-52.78555
1581,59.428634,-55.547003
1582,59.435715,-38.251935
1583,59.452528,-36.377568
1584,59.457662,-52.386626
1585,59.48735,-40.061157
1586,59.496267,-53.017852
1587,59.503789,-36.338128
1588,59.512147,-51.13673
1589,59.523718,-44.251239
1590,59.554704,-53.42999
1591,59.574725,-46.708326
1592,59.644138,-55.907622
1593,59.646842,-56.26698
1594,59.706474,-56.996942
1595,59.70785,-39.9568
1596,59.710716,-58.290296
1597,59.711391,-36.138284
1598,59.717512,-44.059813
1599,59.724755,-38.944105
1600,59.724961,-47.041996
1601,59.74557,-37.36905
1602,59.746402,-43.349932
1603,59.765559,-44.353783
1604,59.80584,-35.394492
1605,59.856325,-59.570114
1606,59.858956,-58.499833
1607,59.871359,-52.280554
1608,59.904496,-40.765826
1609,59.918369,-30.421634
1610,59.942301,-36.852952
1611,59.964597,-56.643789
1612,59.965061,-43.093313
1613,59.967434,-52.533982
1614,59.977602,-46.74245
1615,60.003121,-46.914191
1616,60.018459,-30.312349
1617,60.02446,-30.228706
1618,60.025982,-42.033946
1619,60.029629,-57.746049
1620,60.057109,-35.809592
1621,60.060775,-48.619524
1622,60.06806,-47.849901
1623,60.073693,-52.464988
1624,60.080245,-52.135363
1625,60.080379,-41.196517
1626,60.080653,-37.184426
1627,60.085186,-50.366095
1628,60.097075,-52.256905
1629,60.107574,-41.420857
1630,60.140995,-43.753639
1631,60.145333,-47.262142
1632,60.17454,-47.021198
1633,60.178725,-48.59599
1634,60.178772,-30.277745
1635,60.219091,-51.448351
1636,60.240188,-56.05998
1637,60.260236,-48.591513
1638,60.263916,-42.159
1639,60.265539,-35.180884
1640,60.265818,-52.628931
1641,60.287284,-51.978546
1642,60.300087,-56.248733
1643,60.309221,-41.827439
1644,60.325544,-55.92506
1645,60.374527,-46.171041
1646,60.396054,-46.837229
1647,60.400281,-40.218055
1648,60.406203,-47.624661
1649,60.41059,-30.681448
1650,60.426944,-41.446795
1651,60.429954,-52.876203
1652,60.443411,-58.252073
1653,60.466227,-37.448462
1654,60.467485,-30.353547
1655,60.484367,-54.80531
1656,60.486439,-46.708696
1657,60.489227,-50.343987
1658,60.493393,-60.054019
1659,60.499284,-53.067704
1660,60.529531,-58.026411
1661,60.532945,-55.323473
1662,60.664533,-48.771001
1663,60.687383,-52.639878
1664,60.690099,-39.305649
1665,60.71037,-37.239198
1666,60.715769,-35.434517
1667,60.722402,-34.936734
1668,60.748895,-40.593443
1669,60.76507,-46.59111
1670,60.772136,-38.237748
1671,60.786877,-56.20413
1672,60.788222,-48.178493
1673,60.79112,-48.708238
1674,60.794597,-52.708372
1675,60.795911,-40.696737
1676,60.816811,-58.965273
1677,60.838082,-59.308154
1678,60.862911,-41.82376
1679,60.866113,-59.255627
1680,60.931541,-42.688278
1681,60.94813,-58.473557
1682,60.95127,-52.758029
1683,60.997676,-58.14335
1684,60.997932,-37.474319
1685,61.015685,-46.637421
1686,61.023008,-46.169246
1687,61.054422,-46.049046
1688,61.066089,-37.825175
1689,61.067073,-43.343136
1690,61.069488,-52.279967
1691,61.125526,-55.971611
1692,61.129212,-38.704234
1693,61.152669,-42.241455
1694,61.178315,-41.739248
1695,61.212359,-35.891927
1696,61.248397,-40.491762
1697,61.263612,-37.410456
1698,61.279538,-30.206015
1699,61.33896,-39.193118
1700,61.345262,-36.811167
1701,61.35676,-47.31033
1702,61.357056,-30.314625
1703,61.365228,-59.293463
1704,61.366745,-38.846339
1705,61.369794,-57.321462
1706,61.371721,-42.729664
1707,61.383192,-38.658409
1708,61.386376,-58.16335
1709,61.394248,-37.322
1710,61.451949,-41.586513
1711,61.463639,-37.318222
1712,61.495034,-30.306312
1713,61.50368,-56.089111
1714,61.510065,-46.937373
1715,61.57534,-45.187532
1716,61.582451,-37.457033
1717,61.585903,-49.5481
1718,61.596339,-53.169273
1719,61.601643,-46.631064
1720,61.626577,-59.976421
1721,61.654203,-55.588414
1722,61.664992,-42.085189
1723,61.670092,-37.768286
1724,61.670921,-53.449166
1725,61.679642,-56.660182
1726,61.690618,-47.920106
1727,61.70226,-36.435843
1728,61.714979,-56.233723
1729,61.725608,-48.078339
1730,61.746611,-54.800447
1731,61.763964,-38.482293
1732,61.792661,-46.339795
1733,61.820286,-44.976188
1734,61.855076,-53.767592
1735,61.856605,-51.088753
1736,61.911461,-57.630228
1737,61.954389,-58.973329
1738,61.968021,-57.404741
1739,61.978387,-47.84442
1740,61.981167,-53.967711
1741,62.003158,-58.635882
1742,62.005357,-54.082508
1743,62.0213,-55.011282
1744,62.060873,-43.674443
1745,62.066174,-41.026253
1746,62.091016,-52.111549
1747,62.100989,-48.888756
1748,62.117529,-45.179014
1749,62.138311,-42.848827
1750,62.144699,-55.744326
1751,62.189964,-54.827109
1752,62.212438,-47.038775
1753,62.21563,-53.266304
1754,62.218651,-44.983855
1755,62.229506,-60.10159
1756,62.263097,-40.45095
1757,62.274569,-43.135819
1758,62.275641,-43.274225
1759,62.315514,-45.062537
1760,62.35722,-48.713909
1761,62.371226,-44.654721
1762,62.387071,-54.001002
1763,62.394291,-58.500722
1764,62.403099,-42.469925
1765,62.416278,-54.780441
1766,62.470716,-58.686071
1767,62.477793,-51.678959
1768,62.481741,-39.621037
1769,62.481754,-55.571596
1770,62.493704,-58.134633
1771,62.517348,-53.075131
1772,62.546758,-56.534082
1773,62.557086,-55.886732
1774,62.577427,-50.727176
1775,62.598108,-56.269562
1776,62.598185,-54.738038
1777,62.661961,-46.87159
